7.231008984433259235e-01,-8.385203902384729733e-07
2.234499091300639062e-01,6.877097510904870425e-01
-5.850026526806454408e-01,4.250276847301303063e-01
-5.850026203149525372e-01,-4.250294449082702153e-01
2.234498456940987310e-01,-6.877116077079409306e-01
1.623141116794956096e+00,-8.473334071307292406e-07
1.127757231973007146e+00,8.193634455245335513e-01
5.015777025884916585e-01,1.543698829123407057e+00
-4.307664239889503754e-01,1.325758525484735495e+00
-1.313150335957758985e+00,9.540580588515312765e-01
-1.393986795710805415e+00,-9.552988991554939816e-07
-1.313150391389170668e+00,-9.540597478163561629e-01
-4.307662117577891747e-01,-1.325760320274408599e+00
5.015775506836221975e-01,-1.543700605494517042e+00
1.127757407346432705e+00,-8.193652936394221209e-01
2.522502698196711357e+00,-7.125590419060253358e-07
2.031086323822192341e+00,8.574775720418794656e-01
1.443149882010658303e+00,1.666702403476914007e+00
7.794958321695667491e-01,2.399042476807100144e+00
-1.878713995373813839e-01,2.196653228357436483e+00
-1.139171492459748469e+00,1.887556826432305490e+00
-2.040749345536785775e+00,1.482689540207188239e+00
-2.147198287674540129e+00,5.001273398586542074e-01
-2.147198164116652208e+00,-5.001292232717992059e-01
-2.040749348380514139e+00,-1.482691265881874942e+00
-1.139171456246802050e+00,-1.887558810661674302e+00
-1.878712114528411636e-01,-2.196654922035009783e+00
7.794956305324201029e-01,-2.399044466822835897e+00
1.443150241612212170e+00,-1.666703957535706770e+00
2.031086107008500452e+00,-8.574796095929332340e-01
3.431609382722239587e+00,-8.601612425272835681e-07
2.942349824514167711e+00,8.801801395858758204e-01
2.378960216742082245e+00,1.728415421784407435e+00
1.746337202385461751e+00,2.526350174919638203e+00
1.060425205434994078e+00,3.263654357409829121e+00
7.213313793680024844e-02,3.070332078524207198e+00
-9.086829203102501085e-01,2.796635383125748664e+00
-1.863055598971139926e+00,2.441551010143327982e+00
-2.776231872419372415e+00,2.017049023353914894e+00
-2.897770281121319513e+00,1.017388000826669803e+00
-2.940558376267073282e+00,-8.644376810691760513e-07
-2.897770224951750517e+00,-1.017389982503069223e+00
-2.776231937257379823e+00,-2.017050714060403482e+00
-1.863055285563690155e+00,-2.441552998262309870e+00
-9.086831108125371648e-01,-2.796637064513148641e+00
7.213356729212648533e-02,-3.070333894770753247e+00
1.060424941788495001e+00,-3.263656121017844747e+00
1.746337588608155356e+00,-2.526351980671092345e+00
2.378959960022883013e+00,-1.728417154646979981e+00
2.942350095382524788e+00,-8.801820909280454464e-01
4.351535787018107726e+00,-7.810963140909682640e-07
3.863329594102794751e+00,8.968963343128224519e-01
3.315933231868192443e+00,1.769940648063732969e+00
2.707993594076572030e+00,2.606697921323059663e+00
2.046833658963636449e+00,3.397088225358535052e+00
1.344697926788050335e+00,4.138556322083905670e+00
3.408334691868857846e-01,3.951401192872612711e+00
-6.586349032918515922e-01,3.700581875156958578e+00
-1.642303028408391707e+00,3.380969088941582434e+00
-2.598317709206961812e+00,2.996412837822127084e+00
-3.520468241288514655e+00,2.557768175401793354e+00
-3.652684011841059064e+00,1.545202426192436862e+00
-3.722993627288670559e+00,5.171437729576651154e-01
-3.722993630082668037e+00,-5.171456578884173760e-01
-3.652683907867113611e+00,-1.545204337155456464e+00
-3.520468155111096564e+00,-2.557770012425922168e+00
-2.598317554146915676e+00,-2.996414852399408080e+00
-1.642303013620411312e+00,-3.380970713524263704e+00
-6.586347673030640282e-01,-3.700583913363051369e+00
3.408335592795194713e-01,-3.951402898211038739e+00
1.344697943539214124e+00,-4.138558292969458208e+00
2.046834116664580261e+00,-3.397089803740190650e+00
2.707993226289179045e+00,-2.606700055768606195e+00
3.315933620389817094e+00,-1.769942076072580139e+00
3.863329313894840134e+00,-8.968983505951286794e-01
5.281268535121506957e+00,-1.037627741838613618e-06
4.793576691603735007e+00,9.102779559020164335e-01
4.257517260058241604e+00,1.801905284258629614e+00
3.668602579275623832e+00,2.665395610771886137e+00
3.029359154756507966e+00,3.492319862873273006e+00
2.347022692326024007e+00,4.277670720005828819e+00
1.632000886727530631e+00,5.022784941695629612e+00
6.155693760237608281e-01,4.840254069754643673e+00
-3.980699801082381306e-01,4.605958988044485558e+00
-1.401283155736731567e+00,4.312701325112967332e+00
-2.385271369221189541e+00,3.960278075861968894e+00
-3.343038575589258432e+00,3.554024385770525374e+00
-4.272637663181359180e+00,3.104251285951403538e+00
-4.413135277961180769e+00,2.081162351213268646e+00
-4.503539259224779379e+00,1.044732606426233890e+00
-4.534644479032904130e+00,-8.946215355178970762e-07
-4.503539209241079533e+00,-1.044734668687786527e+00
-4.413135247809692352e+00,-2.081164135514903535e+00
-4.272637501583282926e+00,-3.104253279621091099e+00
-3.343038394675903469e+00,-3.554026343456892167e+00
-2.385271380678028574e+00,-3.960279746693066816e+00
-1.401282891632573468e+00,-4.312703353354325309e+00
-3.980699278270243835e-01,-4.605960604340368469e+00
6.155694857254747632e-01,-4.840255972347102364e+00
1.632001088632603958e+00,-5.022786539335177380e+00
2.347022843148984350e+00,-4.277672576238868984e+00
3.029358885813857150e+00,-3.492321610825593226e+00
3.668603036733109057e+00,-2.665397354322854628e+00
4.257516963513871211e+00,-1.801907145115923869e+00
4.793577042352096917e+00,-9.102795791050026786e-01
6.219791413276292147e+00,-9.461587176862687422e-07
5.732366776637352501e+00,9.205077783669814995e-01
5.205052819308540357e+00,1.827254367585650296e+00
4.631178742279201010e+00,2.711826438177691312e+00
4.010213394657544228e+00,3.566511983835953803e+00
3.346271985626163570e+00,4.385646507533793148e+00
2.646853976172162781e+00,5.167351785830751609e+00
1.922020162403932364e+00,5.915373138571345280e+00
8.959426407775118451e-01,5.736257281117766560e+00
-1.293740054472019840e-01,5.514952291784357641e+00
-1.147988957628019113e+00,5.242513407377392021e+00
-2.152731722546065374e+00,4.916052507753128964e+00
-3.136944518340841093e+00,4.537733441387502786e+00
-4.096522271378326252e+00,4.114107256572476778e+00
-5.031918818008058736e+00,3.655901191142820750e+00
-5.178645136704346896e+00,2.624693103491780199e+00
-5.285011763617379010e+00,1.581172420902394959e+00
-5.340676071126472912e+00,5.282235443717793189e-01
-5.340676230623783383e+00,-5.282254646927275754e-01
-5.285011533010917972e+00,-1.581174494581782053e+00
-5.178645182823254700e+00,-2.624694845299510249e+00
-5.031918528584454542e+00,-3.655903252644720158e+00
-4.096522148170505417e+00,-4.114109072601340955e+00
-3.136944522715379602e+00,-4.537735275750843122e+00
-2.152731286329297777e+00,-4.916054512562860523e+00
-1.147989235877043157e+00,-5.242515121691961433e+00
-1.293733606365304045e-01,-5.514954235668019678e+00
8.959422478927798750e-01,-5.736259130774648440e+00
1.922020720639646907e+00,-5.915374922677130165e+00
2.646853976324724744e+00,-5.167353557954624144e+00
3.346271953429084345e+00,-4.385648455359636877e+00
4.010213776633124283e+00,-3.566513529321122977e+00
4.631178434027153124e+00,-2.711828342103183243e+00
5.205053140476786133e+00,-1.827256077325037698e+00
5.732366492649218159e+00,-9.205093301722289123e-01
7.167020546544955018e+00,-1.053521099040711516e-06
6.679684034083320121e+00,9.260683439695617247e-01
6.159570902462873754e+00,1.844900040625074178e+00
5.597750559613959176e+00,2.747757296277155703e+00
4.991543347392015662e+00,3.626568448723749061e+00
4.343072909619590583e+00,4.474673064174799819e+00
3.658016241415512848e+00,5.287994428161070459e+00
2.944879645289423475e+00,6.066585786993234919e+00
2.214730086590107394e+00,6.816241752943976273e+00
1.183391586429640707e+00,6.638928003877039963e+00
1.488059896691429906e-01,6.428205818188302167e+00
-8.834738405404977124e-01,6.172881064968517073e+00
-1.906601251821028464e+00,5.867911345655874911e+00
-2.913585496790176865e+00,5.513257891311659442e+00
-3.898793554090070224e+00,5.113060715589254457e+00
-4.859650037240467846e+00,4.675425044200871127e+00
-5.798243159818261994e+00,4.212668461596409841e+00
-5.948309325821194982e+00,3.177013917624959660e+00
-6.067604834193368823e+00,2.127948028381593470e+00
-6.143768836777163678e+00,1.067291939805694589e+00
