1.79E+03,0.00E+00,3.47E+00
1.79E+03,0.00E+00,3.47E+00
1.06E+03,0.00E+00,5.88E+00
1.06E+03,0.00E+00,5.88E+00
7.82E+02,0.00E+00,7.95E+00
7.82E+02,0.00E+00,7.95E+00
6.81E+02,0.00E+00,1.08E+01
6.81E+02,0.00E+00,1.08E+01
7.22E+02,0.00E+00,1.13E+01
8.67E+02,0.00E+00,1.17E+01
7.61E+02,0.00E+00,1.33E+01
7.61E+02,0.00E+00,1.33E+01
1.31E+02,0.00E+00,1.48E+01
1.31E+02,0.00E+00,1.48E+01
1.31E+02,0.00E+00,1.49E+01
1.31E+02,0.00E+00,1.49E+01
1.31E+02,1.00E+00,1.49E+01
1.31E+02,1.00E+00,1.49E+01
5.75E+02,0.00E+00,1.62E+01
5.75E+02,0.00E+00,1.62E+01
4.36E+02,0.00E+00,1.73E+01
4.36E+02,0.00E+00,1.73E+01
5.74E+02,0.00E+00,1.82E+01
5.74E+02,0.00E+00,1.82E+01
5.76E+02,0.00E+00,2.05E+01
1.31E+02,0.00E+00,2.19E+01
1.75E+02,0.00E+00,2.22E+01
1.75E+02,0.00E+00,2.22E+01
3.43E+02,0.00E+00,2.25E+01
3.43E+02,0.00E+00,2.25E+01
4.41E+02,0.00E+00,2.32E+01
4.41E+02,0.00E+00,2.32E+01
1.75E+02,0.00E+00,2.34E+01
1.75E+02,0.00E+00,2.34E+01
5.05E+02,0.00E+00,2.42E+01
5.05E+02,0.00E+00,2.42E+01
4.95E+02,0.00E+00,2.44E+01
4.29E+02,0.00E+00,2.48E+01
4.29E+02,0.00E+00,2.48E+01
2.74E+02,0.00E+00,2.55E+01
2.74E+02,0.00E+00,2.55E+01
6.43E+02,0.00E+00,2.55E+01
6.43E+02,0.00E+00,2.55E+01
5.47E+01,0.00E+00,2.60E+01
5.47E+01,0.00E+00,2.60E+01
5.47E+01,1.00E+00,2.60E+01
5.47E+01,1.00E+00,2.60E+01
2.20E+02,0.00E+00,2.62E+01
2.20E+02,0.00E+00,2.62E+01
7.40E+01,0.00E+00,2.62E+01
7.40E+01,0.00E+00,2.62E+01
4.60E+02,0.00E+00,2.72E+01
4.60E+02,0.00E+00,2.72E+01
2.20E+02,0.00E+00,2.72E+01
2.20E+02,0.00E+00,2.72E+01
3.44E+02,0.00E+00,2.84E+01
3.44E+02,0.00E+00,2.84E+01
4.04E+02,0.00E+00,2.95E+01
4.04E+02,0.00E+00,2.95E+01
3.04E+02,0.00E+00,2.99E+01
3.04E+02,0.00E+00,2.99E+01
4.99E+02,0.00E+00,3.19E+01
4.99E+02,0.00E+00,3.19E+01
6.23E+01,0.00E+00,3.21E+01
6.23E+01,0.00E+00,3.21E+01
4.38E+02,0.00E+00,3.21E+01
5.59E+01,1.00E+00,3.21E+01
5.59E+01,1.00E+00,3.21E+01
5.59E+01,0.00E+00,3.21E+01
5.59E+01,0.00E+00,3.21E+01
3.43E+02,0.00E+00,3.25E+01
2.73E+02,0.00E+00,3.27E+01
2.73E+02,0.00E+00,3.27E+01
5.69E+01,0.00E+00,3.34E+01
6.21E+01,0.00E+00,3.43E+01
6.21E+01,0.00E+00,3.43E+01
1.75E+02,0.00E+00,3.45E+01
7.37E+01,0.00E+00,3.49E+01
5.24E+01,0.00E+00,3.51E+01
5.24E+01,0.00E+00,3.51E+01
3.26E+02,0.00E+00,3.59E+01
3.26E+02,0.00E+00,3.59E+01
3.64E+02,0.00E+00,3.70E+01
3.64E+02,0.00E+00,3.70E+01
4.99E+01,0.00E+00,3.84E+01
4.99E+01,0.00E+00,3.84E+01
4.01E+02,0.00E+00,3.85E+01
4.01E+02,0.00E+00,3.85E+01
2.20E+02,0.00E+00,3.86E+01
3.62E+02,0.00E+00,3.88E+01
4.75E+01,0.00E+00,4.06E+01
3.99E+02,0.00E+00,4.15E+01
6.20E+01,0.00E+00,4.26E+01
2.74E+02,0.00E+00,4.36E+01
5.45E+02,0.00E+00,4.37E+01
2.67E+02,0.00E+00,4.42E+01
2.67E+02,0.00E+00,4.42E+01
4.67E+01,0.00E+00,4.52E+01
4.05E+01,0.00E+00,4.73E+01
4.05E+01,0.00E+00,4.73E+01
3.19E+02,0.00E+00,5.09E+01
3.19E+02,0.00E+00,5.09E+01
2.11E+02,0.00E+00,5.15E+01
2.11E+02,0.00E+00,5.15E+01
1.20E+02,0.00E+00,5.33E+01
1.20E+02,0.00E+00,5.33E+01
7.56E+01,1.00E+00,5.44E+01
